"","gender_dummy","Youth_dummy","Arrival_dummy","Foreign_born_or_Not_dummy","Registered_or_not_dummy","Likely_vote","Often_discuss_poltics","Interested_In_Politics","Discussed_politics_with_famandfriend","year_born","Year_In_US","Ethnicity","Citizen_or_not","Registered_or_not","Foreign_born_or_Not","YOUTH","english_ablitity_speak","english_ablitity_reading","Gender","Background_Asian"
"2303",0,1,NA,0,1,"I am absolutely certain I will vote","Not too often","Very Interested","(1) Yes",1990,NA,"(03) White","(1) Citizen","Yes, Registered","Native Born Citizen","(1) youth",NA,NA,"Female","Filipino"
"2304",0,1,NA,0,1,"I am absolutely certain I will vote","Very often","Very Interested","(1) Yes",1993,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen","(1) youth",NA,NA,"Female","Japanese"
"2305",0,1,NA,0,1,"I am absolutely certain I will vote","Not at all","Somewhat Interested","(2) No",1992,NA,"(04) Black","(1) Citizen","Yes, Registered","Native Born Citizen","(1) youth",NA,NA,"Female","Indian"
"2306",1,1,NA,0,1,"I am absolutely certain I will vote","Somewhat often","Interested","(1) Yes",1988,NA,"(03) White","(1) Citizen","Yes, Registered","Native Born Citizen","(1) youth",NA,NA,"Male","Filipino"
"2307",0,1,0,1,1,"My chances of voting are 50-50","Not too often","Interested","(1) Yes",1986,2007,"(14) filipino","(1) Citizen","Yes, Registered","Foreign Born Citizen","(1) youth",NA,NA,"Female","Filipino"
"2308",1,1,NA,0,1,"I am absolutely certain I will vote","Somewhat often","Somewhat Interested","(1) Yes",1994,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen","(1) youth",NA,NA,"Male","Japanese"
"2309",1,1,0,1,1,"I am absolutely certain I will vote","Very often","Interested","(2) No",1998,1999,"(02) NHPI","(1) Citizen","Yes, Registered","Foreign Born Citizen","(1) youth",NA,NA,"Male","Indian"
"2310",1,1,NA,0,1,"I am absolutely certain I will vote","Not too often","Somewhat Interested","(1) Yes",1996,NA,"(17) korean","(1) Citizen","Yes, Registered","Native Born Citizen","(1) youth",NA,NA,"Male","Korean"
"2311",1,1,NA,0,1,"I am absolutely certain I will vote","Not at all","Very Interested","(1) Yes",1978,NA,"(04) Black","(1) Citizen","Yes, Registered","Native Born Citizen","(1) youth",NA,NA,"Male","Indian"
"2312",0,1,NA,0,0,"I am pretty likely to vote","Not at all","Somewhat Interested","(1) Yes",1994,NA,"(14) filipino","(1) Citizen","Not Registered","Native Born Citizen","(1) youth",NA,NA,"Female","Filipino"
"2313",1,1,NA,0,1,"My chances of voting are 50-50","Somewhat often","Not at all Interested","(1) Yes",1990,NA,"(04) Black","(1) Citizen","Yes, Registered","Native Born Citizen","(1) youth",NA,NA,"Male","Korean"
"2314",0,1,NA,0,1,"My chances of voting are 50-50",NA,"Somewhat Interested","(1) Yes",1983,NA,"(04) Black","(1) Citizen","Yes, Registered","Native Born Citizen","(1) youth",NA,NA,"Female","Filipino"
"2315",1,0,0,1,1,"I am absolutely certain I will vote","Somewhat often","Very Interested","(1) Yes",1973,1995,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Indian"
"2316",1,0,1,1,1,"I am absolutely certain I will vote","Not at all","Interested","(1) Yes",1937,1971,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Indian"
"2317",1,0,1,1,1,"I am absolutely certain I will vote","Very often","Very Interested","(1) Yes",1953,1975,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Indian"
"2318",1,0,1,1,1,"I am absolutely certain I will vote","Not too often","Somewhat Interested","(1) Yes",1963,1984,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Indian"
"2319",1,0,1,1,1,"I am absolutely certain I will vote","Somewhat often","Very Interested","(1) Yes",1959,1981,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Indian"
"2320",1,0,1,1,1,"I am absolutely certain I will vote","Very often","Very Interested","(1) Yes",1945,1969,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Indian"
"2321",1,0,0,1,1,"My chances of voting are 50-50","Not too often","Somewhat Interested","(1) Yes",1970,1996,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Indian"
"2322",1,0,NA,0,1,"I am absolutely certain I will vote","Very often","Very Interested","(1) Yes",1972,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Native Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Indian"
"2323",0,0,0,1,1,"I am absolutely certain I will vote","Somewhat often","Somewhat Interested","(1) Yes",1964,1989,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Indian"
"2324",1,0,NA,0,1,"I am absolutely certain I will vote","Somewhat often","Very Interested","(1) Yes",1961,NA,"(13) chinese","(1) Citizen","Yes, Registered","Native Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Chinese"
"2325",0,0,1,1,1,"I am absolutely certain I will vote","Not too often","Very Interested","(1) Yes",1977,1985,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Indian"
"2326",1,0,0,1,1,"My chances of voting are 50-50","Somewhat often","Interested","(1) Yes",1969,1992,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Indian"
"2327",1,0,1,1,1,"I am absolutely certain I will vote","Somewhat often","Very Interested","(1) Yes",1960,1984,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Indian"
"2328",1,0,0,1,1,"I am absolutely certain I will vote","Somewhat often","Very Interested","(1) Yes",1958,1994,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Indian"
"2329",0,0,0,1,1,"I am pretty likely to vote","Not at all","Somewhat Interested","(1) Yes",1972,1997,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Indian"
"2330",1,1,NA,0,1,"I am pretty likely to vote","Very often","Very Interested","(1) Yes",1983,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Native Born Citizen","(1) youth",NA,NA,"Male","Indian"
"2331",1,0,0,1,1,"I am absolutely certain I will vote","Very often","Very Interested","(1) Yes",1965,1990,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Indian"
"2332",0,0,1,1,1,"I am absolutely certain I will vote","Not at all","Very Interested","(1) Yes",1951,1970,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Indian"
"2333",1,0,0,1,1,"I am absolutely certain I will vote","Somewhat often","Very Interested","(1) Yes",1970,1995,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Indian"
"2334",1,0,1,1,1,"I am absolutely certain I will vote","Somewhat often","Very Interested","(1) Yes",1949,1985,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Indian"
"2335",1,1,0,1,1,"I am absolutely certain I will vote","Somewhat often","Interested","(1) Yes",1986,2001,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(1) youth",NA,NA,"Male","Indian"
"2336",0,0,1,1,1,"I am absolutely certain I will vote","Not at all","Somewhat Interested","(2) No",1950,1977,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Indian"
"2337",1,0,0,1,1,"I am absolutely certain I will vote","Somewhat often","Somewhat Interested","(2) No",1955,1991,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Indian"
"2338",1,1,NA,0,1,"I am pretty likely to vote","Not too often","Somewhat Interested","(1) Yes",1989,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Native Born Citizen","(1) youth",NA,NA,"Male","Indian"
"2339",1,0,1,1,1,"I am absolutely certain I will vote","Very often","Very Interested","(1) Yes",1947,1969,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Indian"
"2340",0,1,0,1,1,"My chances of voting are 50-50","Not at all","Very Interested","(1) Yes",1985,2005,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(1) youth",NA,NA,"Female","Indian"
"2341",1,0,1,1,1,"I am absolutely certain I will vote","Not too often","Very Interested","(1) Yes",1956,1939,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Indian"
"2342",1,0,1,1,1,"I am absolutely certain I will vote","Somewhat often","Very Interested","(1) Yes",1949,1967,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Indian"
"2343",1,0,0,1,1,"I am absolutely certain I will vote","Not at all","Somewhat Interested","(2) No",1973,1995,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Indian"
"2344",1,0,NA,0,1,"I am absolutely certain I will vote","Not too often","Not at all Interested","(2) No",1948,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Native Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Indian"
"2345",0,0,0,1,1,"I am absolutely certain I will vote","Very often","Interested","(1) Yes",1965,1999,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Indian"
"2346",0,0,0,1,1,"I am absolutely certain I will vote","Not at all","Not at all Interested","(2) No",1964,1990,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Indian"
"2347",1,1,NA,0,1,"My chances of voting are 50-50","Not at all","Very Interested","(1) Yes",1980,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Native Born Citizen","(1) youth",NA,NA,"Male","Indian"
"2348",1,0,NA,0,1,"I am pretty likely to vote","Not at all","Somewhat Interested","(1) Yes",1979,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Native Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Indian"
"2349",0,0,NA,1,1,"I am absolutely certain I will vote","Somewhat often","Very Interested","(1) Yes",1962,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Indian"
"2350",1,1,NA,0,1,"I am absolutely certain I will vote","Not too often","Interested","(1) Yes",1990,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Native Born Citizen","(1) youth",NA,NA,"Male","Indian"
"2351",1,0,1,1,1,"I am absolutely certain I will vote","Somewhat often","Interested","(1) Yes",1970,1984,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Indian"
"2352",1,0,1,1,1,"I am pretty likely to vote","Somewhat often","Interested","(2) No",1950,1975,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Indian"
"2353",0,0,0,1,1,"I am pretty likely to vote","Not at all","Somewhat Interested","(1) Yes",1977,2001,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Indian"
"2354",0,1,NA,0,1,"I am absolutely certain I will vote","Not too often","Somewhat Interested","(1) Yes",1995,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Native Born Citizen","(1) youth",NA,NA,"Female","Indian"
"2355",1,1,NA,0,1,"I am absolutely certain I will vote","Very often","Somewhat Interested","(1) Yes",1996,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Native Born Citizen","(1) youth",NA,NA,"Male","Indian"
"2356",0,1,0,1,1,"I am pretty likely to vote","Somewhat often","Not at all Interested","(2) No",1979,2009,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(1) youth",NA,NA,"Female","Indian"
"2357",1,0,0,1,1,"I am absolutely certain I will vote","Somewhat often","Very Interested","(1) Yes",1965,1987,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Indian"
"2358",0,0,1,1,1,"I am absolutely certain I will vote","Somewhat often","Somewhat Interested","(1) Yes",1961,1969,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Indian"
"2359",1,0,1,1,1,"I am absolutely certain I will vote","Not at all","Very Interested","(1) Yes",1945,1971,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Indian"
"2360",1,1,0,1,0,"My chances of voting are 50-50","Not too often","Somewhat Interested","(1) Yes",1996,1999,"(11) asnindian","(1) Citizen","Not Registered","Foreign Born Citizen","(1) youth",NA,NA,"Male","Indian"
"2361",1,1,0,1,1,"I am absolutely certain I will vote","Very often","Very Interested","(1) Yes",1967,1990,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(1) youth",NA,NA,"Male","Indian"
"2362",1,0,NA,0,1,"I am absolutely certain I will vote","Not too often","Somewhat Interested","(1) Yes",1941,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Native Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Indian"
"2363",0,1,1,1,1,"I am absolutely certain I will vote","Not too often","Very Interested","(1) Yes",1970,1974,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(1) youth",NA,NA,"Female","Indian"
"2364",1,0,1,1,1,"My chances of voting are 50-50","Somewhat often","Interested","(1) Yes",1938,1970,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Indian"
"2365",1,0,0,1,1,"I am absolutely certain I will vote","Somewhat often","Very Interested","(1) Yes",1965,1987,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Indian"
"2366",1,0,1,1,1,"I am absolutely certain I will vote","Somewhat often","Very Interested","(1) Yes",1951,1978,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Indian"
"2367",1,0,1,1,1,"I am absolutely certain I will vote","Somewhat often","Interested","(2) No",1955,1978,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Indian"
"2368",0,0,0,1,1,NA,"Very often","Very Interested","(1) Yes",1973,1995,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Indian"
"2369",1,0,0,1,1,"I am absolutely certain I will vote","Not too often","Interested","(1) Yes",1969,1991,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Indian"
"2370",1,0,1,1,1,"I am absolutely certain I will vote","Very often","Interested","(2) No",1946,1975,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Indian"
"2371",0,0,1,1,1,"I am absolutely certain I will vote","Very often","Very Interested","(1) Yes",1967,1972,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Indian"
"2372",0,0,0,1,1,"My chances of voting are 50-50","Not too often","Not at all Interested","(1) Yes",1969,1993,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Indian"
"2373",1,0,1,1,1,"I am absolutely certain I will vote","Not at all","Somewhat Interested","(1) Yes",1978,1978,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Indian"
"2374",1,0,1,1,1,"I am absolutely certain I will vote","Not at all","Very Interested","(1) Yes",1946,1969,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Indian"
"2375",1,0,1,1,1,NA,"Not too often","Somewhat Interested","(1) Yes",1935,1973,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Indian"
"2376",0,0,1,1,1,"I am absolutely certain I will vote","Very often","Very Interested","(1) Yes",1952,1971,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Indian"
"2377",0,0,1,1,1,"I am absolutely certain I will vote","Not at all","Interested","(1) Yes",1930,1980,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Indian"
"2378",0,0,0,1,1,"I am absolutely certain I will vote","Not at all","Somewhat Interested","(1) Yes",1963,1988,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Indian"
"2379",1,0,1,1,1,"I am absolutely certain I will vote","Somewhat often","Very Interested","(1) Yes",1936,1960,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Indian"
"2380",1,0,1,1,1,"I am absolutely certain I will vote","Not too often","Very Interested","(2) No",1953,1980,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Indian"
"2381",0,1,0,1,1,"I am absolutely certain I will vote","Not at all","Interested","(2) No",1960,1987,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(1) youth",NA,NA,"Female","Indian"
"2382",1,0,0,1,1,"I am absolutely certain I will vote","Not at all","Interested","(2) No",1962,1986,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Indian"
"2383",0,0,0,1,1,"I am absolutely certain I will vote","Not too often","Interested","(1) Yes",1963,1987,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Indian"
"2384",1,0,NA,1,1,"I am pretty likely to vote","Not at all","Interested","(1) Yes",1969,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Indian"
"2385",1,1,0,1,1,"I am absolutely certain I will vote","Not at all","Very Interested","(1) Yes",1970,2001,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(1) youth",NA,NA,"Male","Indian"
"2386",1,0,NA,0,1,"I am absolutely certain I will vote","Very often","Very Interested","(1) Yes",1971,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Native Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Indian"
