"","gender_dummy","Youth_dummy","Arrival_dummy","Foreign_born_or_Not_dummy","Registered_or_not_dummy","Likely_vote","Often_discuss_poltics","Interested_In_Politics","Discussed_politics_with_famandfriend","year_born","Year_In_US","Ethnicity","Citizen_or_not","Registered_or_not","Foreign_born_or_Not"
"2687",0,0,1,0,0,"My chances of voting are 50-50","Somewhat often","(2) Somewhat interested","(1) Yes",1957,1981,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2688",1,0,0,0,NA,NA,"Not too often","(4) Very interested","(1) Yes",1956,2000,"(11) asnindian","(0) Not a citizen",NA,"Foreign Born Citizen"
"2689",1,0,0,0,0,"I am absolutely certain I will vote","Somewhat often","(4) Very interested","(1) Yes",1959,1992,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2690",1,0,0,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(1) Yes",1950,1995,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2691",0,0,1,0,0,"My chances of voting are 50-50","Somewhat often","(2) Somewhat interested","(2) No",1949,1980,"(11) asnindian","(1) Citizen","Not Registered","Foreign Born Citizen"
"2692",1,0,NA,0,0,"I am absolutely certain I will vote","Very often","(2) Somewhat interested","(1) Yes",1967,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2693",0,0,NA,0,0,"I am absolutely certain I will vote","Very often",NA,"(1) Yes",1960,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2694",1,0,1,0,0,"I am absolutely certain I will vote","Not too often","(4) Very interested","(1) Yes",1965,1967,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2695",1,0,0,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(1) Yes",1978,1991,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2696",0,0,1,0,0,"I am absolutely certain I will vote","Not at all","(1) Not at all interested","(1) Yes",1960,1985,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2697",0,0,1,0,0,"My chances of voting are less than 50-50","Somewhat often","(1) Not at all interested","(2) No",1961,1981,"(11) asnindian","(1) Citizen","Not Registered","Foreign Born Citizen"
"2698",0,0,1,0,0,"My chances of voting are 50-50","Very often","(4) Very interested","(1) Yes",1945,1967,"(02) NHPI","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2699",1,0,0,0,0,"I am absolutely certain I will vote","Somewhat often","(4) Very interested","(2) No",1968,1994,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2700",1,0,NA,0,0,"I am absolutely certain I will vote","Very often","(4) Very interested","(1) Yes",1967,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Native Born Citizen"
"2701",0,0,0,0,0,"I am absolutely certain I will vote","Not too often","(2) Somewhat interested","(2) No",1968,2011,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2702",0,0,NA,0,0,"I am absolutely certain I will vote","Very often","(3) Interested","(1) Yes",1971,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Native Born Citizen"
"2703",0,1,NA,0,0,"My chances of voting are 50-50","Not at all","(2) Somewhat interested","(2) No",1997,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"2704",0,1,0,0,0,"I am absolutely certain I will vote","Not too often","(2) Somewhat interested","(1) Yes",1989,2003,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2705",1,0,0,0,0,"I am absolutely certain I will vote","Not too often","(4) Very interested","(1) Yes",1969,2001,"(02) NHPI","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2706",1,1,NA,0,0,"I am absolutely certain I will vote","Somewhat often","(1) Not at all interested","(1) Yes",1989,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Native Born Citizen"
"2707",1,0,1,0,0,"I am absolutely certain I will vote","Somewhat often","(4) Very interested","(1) Yes",1955,1974,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2708",1,0,1,0,0,"I am absolutely certain I will vote","Very often","(4) Very interested","(1) Yes",1954,1975,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2709",1,0,0,0,NA,NA,"Not too often","(4) Very interested","(1) Yes",1965,1991,"(11) asnindian","(0) Not a citizen",NA,"Foreign Born Citizen"
"2710",1,0,0,0,0,"I am absolutely certain I will vote","Somewhat often","(3) Interested","(1) Yes",1955,1995,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2711",1,0,1,0,0,"I am absolutely certain I will vote","Very often","(4) Very interested","(1) Yes",1955,1982,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2712",1,1,NA,0,0,"I am absolutely certain I will vote","Not too often","(4) Very interested","(1) Yes",1994,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Native Born Citizen"
"2713",1,0,0,0,0,"I am absolutely certain I will vote","Not too often","(4) Very interested","(1) Yes",1970,1993,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2714",1,0,1,0,0,"I am absolutely certain I will vote","Not at all","(1) Not at all interested","(1) Yes",1976,1982,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2715",1,0,0,0,0,"I am absolutely certain I will vote","Not too often","(2) Somewhat interested","(2) No",1970,2001,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2716",1,1,0,0,0,"My chances of voting are 50-50","Not too often","(3) Interested","(1) Yes",1985,1988,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2717",1,0,0,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(1) Yes",1971,1998,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2718",1,0,0,0,0,"I am absolutely certain I will vote","Very often","(2) Somewhat interested","(1) Yes",1965,2005,"(13) chinese","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2719",1,1,0,0,NA,NA,"Somewhat often","(2) Somewhat interested","(1) Yes",1997,2006,"(11) asnindian","(0) Not a citizen",NA,"Foreign Born Citizen"
"2720",1,1,NA,0,0,"My chances of voting are 50-50","Somewhat often","(2) Somewhat interested","(1) Yes",1984,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Native Born Citizen"
"2721",1,0,1,0,0,"I am absolutely certain I will vote","Somewhat often","(4) Very interested","(1) Yes",1941,1976,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2722",1,0,1,0,0,"I am absolutely certain I will vote","Somewhat often","(3) Interested","(1) Yes",1945,1969,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2723",0,1,NA,0,0,"I am absolutely certain I will vote","Somewhat often","(4) Very interested","(1) Yes",1995,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Native Born Citizen"
"2724",0,1,NA,0,0,"I am pretty likely to vote","Not at all","(2) Somewhat interested","(1) Yes",1985,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Native Born Citizen"
"2725",0,0,NA,0,0,"I am absolutely certain I will vote","Somewhat often","(2) Somewhat interested","(1) Yes",1956,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Native Born Citizen"
"2726",0,1,NA,0,0,"I will not vote this year","Not at all","(1) Not at all interested","(2) No",1990,NA,"(11) asnindian","(1) Citizen","Not Registered","Native Born Citizen"
"2727",1,1,0,0,0,"I am absolutely certain I will vote","Not at all","(4) Very interested","(1) Yes",1985,1990,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2728",1,1,NA,0,0,"I am absolutely certain I will vote","Not at all","(1) Not at all interested","(2) No",1994,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Native Born Citizen"
"2729",1,0,0,0,0,"I am absolutely certain I will vote","Somewhat often","(2) Somewhat interested","(1) Yes",1968,2001,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2730",0,1,NA,0,0,"I am absolutely certain I will vote","Not at all","(4) Very interested","(1) Yes",1990,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Native Born Citizen"
"2731",0,0,0,0,0,"I am absolutely certain I will vote","Very often","(2) Somewhat interested","(1) Yes",1948,1994,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2732",0,0,0,0,0,"I am absolutely certain I will vote","Not at all","(1) Not at all interested","(2) No",1978,2004,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2733",1,0,0,0,0,"I am pretty likely to vote","Not at all","(2) Somewhat interested","(1) Yes",1958,1986,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2734",1,0,0,0,NA,NA,"Not at all","(1) Not at all interested","(1) Yes",1956,1991,"(11) asnindian","(0) Not a citizen",NA,"Foreign Born Citizen"
"2735",1,0,1,0,0,"I will not vote this year","Not at all","(2) Somewhat interested","(2) No",1957,1983,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2736",1,0,0,0,0,"I am absolutely certain I will vote","Not at all","(3) Interested","(1) Yes",1961,1990,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2737",0,0,0,0,0,"I am absolutely certain I will vote","Somewhat often","(2) Somewhat interested","(1) Yes",1975,2003,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2738",1,0,NA,0,0,"I am absolutely certain I will vote","Very often","(4) Very interested","(1) Yes",1979,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Native Born Citizen"
"2739",0,0,0,0,0,"I am absolutely certain I will vote","Very often","(1) Not at all interested","(1) Yes",1967,1995,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2740",1,0,0,0,0,"I am pretty likely to vote","Somewhat often","(2) Somewhat interested","(1) Yes",1952,1992,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2741",1,0,1,0,0,"I am absolutely certain I will vote","Very often","(3) Interested","(1) Yes",1957,1979,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2742",1,0,NA,0,0,"I am absolutely certain I will vote","Very often","(3) Interested","(1) Yes",1986,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Native Born Citizen"
"2743",1,0,1,0,0,"I am pretty likely to vote","Not too often","(2) Somewhat interested","(2) No",1949,1970,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2744",0,0,0,0,0,NA,"Not at all","(1) Not at all interested","(2) No",1971,1993,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2745",0,0,0,0,0,"I am absolutely certain I will vote","Somewhat often","(2) Somewhat interested","(1) Yes",1973,1999,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2746",1,1,NA,0,0,"I am pretty likely to vote","Not too often","(2) Somewhat interested","(1) Yes",1993,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Native Born Citizen"
"2747",1,0,0,0,0,"I am absolutely certain I will vote","Very often","(2) Somewhat interested","(1) Yes",1942,1990,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2748",1,1,0,0,0,"I will not vote this year","Somewhat often","(3) Interested","(1) Yes",1990,1988,"(11) asnindian","(1) Citizen","Not Registered","Foreign Born Citizen"
"2749",0,1,0,0,NA,NA,"Very often","(3) Interested","(1) Yes",1987,2006,"(14) filipino","(0) Not a citizen",NA,"Foreign Born Citizen"
"2750",1,0,1,0,0,"I am absolutely certain I will vote","Very often","(4) Very interested","(1) Yes",1949,1976,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2751",0,1,NA,0,0,"I am pretty likely to vote","Not too often","(2) Somewhat interested","(1) Yes",1991,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Native Born Citizen"
"2752",0,0,1,0,0,"I am absolutely certain I will vote","Very often","(3) Interested","(1) Yes",1963,1983,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2753",1,0,0,0,0,"I am absolutely certain I will vote","Somewhat often","(2) Somewhat interested","(1) Yes",1962,1988,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2754",1,0,1,0,0,"I am absolutely certain I will vote","Somewhat often","(4) Very interested","(1) Yes",1950,1973,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2755",1,0,0,0,0,"I am absolutely certain I will vote","Not too often","(3) Interested","(1) Yes",1971,1989,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2756",1,1,0,0,0,"I am absolutely certain I will vote","Not at all","(4) Very interested","(1) Yes",1992,2000,"(11) asnindian","(1) Citizen","Not Registered","Foreign Born Citizen"
"2757",1,0,1,0,0,"I am absolutely certain I will vote","Somewhat often","(2) Somewhat interested","(1) Yes",1964,1985,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2758",1,0,0,0,0,"My chances of voting are 50-50","Very often","(4) Very interested","(1) Yes",1951,1990,"(11) asnindian","(1) Citizen","Not Registered","Foreign Born Citizen"
"2759",1,1,0,0,0,"I am absolutely certain I will vote","Very often","(4) Very interested","(1) Yes",1984,1987,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2760",1,0,1,0,0,"I am pretty likely to vote","Somewhat often","(2) Somewhat interested","(1) Yes",1965,1970,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2761",0,1,NA,0,0,"I am absolutely certain I will vote","Very often","(4) Very interested","(1) Yes",1992,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Native Born Citizen"
"2762",0,1,NA,0,0,"My chances of voting are 50-50","Not at all","(2) Somewhat interested","(1) Yes",1992,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Native Born Citizen"
"2763",1,0,NA,0,0,"My chances of voting are 50-50","Not at all","(2) Somewhat interested","(1) Yes",1980,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Native Born Citizen"
"2764",1,0,0,0,0,"I will not vote this year","Not too often","(3) Interested","(1) Yes",1967,1995,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2765",1,0,NA,0,0,"I am absolutely certain I will vote","Very often","(3) Interested","(1) Yes",1982,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Native Born Citizen"
"2766",0,1,0,0,NA,NA,"Very often","(2) Somewhat interested","(1) Yes",1974,2014,"(11) asnindian","(0) Not a citizen",NA,"Foreign Born Citizen"
"2767",0,1,0,0,0,"I am absolutely certain I will vote","Not too often","(3) Interested","(1) Yes",1988,2001,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2768",1,0,0,0,0,"I will not vote this year","Very often","(2) Somewhat interested","(1) Yes",1973,1996,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2769",1,1,NA,0,0,"My chances of voting are 50-50","Not too often","(1) Not at all interested","(1) Yes",1994,NA,"(14) filipino","(1) Citizen","Yes, Registered","Native Born Citizen"
"2770",1,1,0,0,0,"I am absolutely certain I will vote","Not too often","(4) Very interested","(1) Yes",1996,2002,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2771",0,1,NA,0,0,"I am absolutely certain I will vote","Not too often","(2) Somewhat interested","(1) Yes",1987,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Native Born Citizen"
"2772",0,0,1,0,0,"My chances of voting are less than 50-50","Not at all","(2) Somewhat interested","(2) No",1974,1980,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen"
"2773",0,1,1,0,0,"I am pretty likely to vote",NA,"(3) Interested","(2) No",1958,1983,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2774",1,0,NA,0,0,"I will not vote this year","Somewhat often","(2) Somewhat interested","(2) No",1988,NA,"(12) cambodian","(1) Citizen","Not Registered","Native Born Citizen"
"2775",0,0,1,0,0,"I am absolutely certain I will vote","Somewhat often","(4) Very interested","(2) No",1960,1981,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2776",0,0,1,0,0,"I am pretty likely to vote","Somewhat often","(3) Interested","(2) No",1964,1981,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2777",0,0,0,0,0,"I am absolutely certain I will vote","Somewhat often","(4) Very interested","(1) Yes",1977,1990,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2778",0,0,1,0,0,"I will not vote this year","Not at all","(2) Somewhat interested",NA,1970,1983,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen"
"2779",1,0,1,0,0,"I am absolutely certain I will vote","Very often","(4) Very interested","(1) Yes",1951,1983,NA,"(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2780",1,0,0,0,NA,NA,"Somewhat often","(3) Interested","(2) No",1970,1994,NA,"(0) Not a citizen",NA,"Foreign Born Citizen"
"2781",1,0,0,0,0,"I am absolutely certain I will vote","Somewhat often","(2) Somewhat interested","(2) No",1975,1990,NA,"(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2782",1,0,0,0,0,"I am pretty likely to vote","Very often","(4) Very interested","(2) No",1943,1990,NA,"(1) Citizen","Not Registered","Foreign Born Citizen"
"2783",1,0,1,0,0,"I am absolutely certain I will vote","Very often","(3) Interested","(2) No",1953,1980,NA,"(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2784",1,0,1,0,0,"I am pretty likely to vote","Very often","(3) Interested","(1) Yes",1945,1971,NA,"(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2785",0,0,1,0,NA,NA,"Not too often","(3) Interested","(1) Yes",1960,1985,NA,"(0) Not a citizen",NA,"Foreign Born Citizen"
"2786",1,0,1,0,0,"I am pretty likely to vote","Somewhat often","(2) Somewhat interested","(1) Yes",1958,1982,NA,"(1) Citizen","Not Registered","Foreign Born Citizen"
